0001005,201010
0001006,201013
0001016,201025
0001020,201030
0001025,201040
0001028,201560
0001030,201510
0001031,209550
0001032,209550
0001034,201525
0001035,209530
0001036,209530
0001037,209530
0001038,209600
0001039,209600
0001040,201530
0001041,201540
0001042,203518
0001043,203518
0001044,203518
0001045,202010
0001046,202015
0001047,209596
0001048,209590
0001049,209610
0001050,202020
0001051,202310
0001052,209770
0001053,209620
0001054,209580
0001055,202030
0001056,209580
0001057,209610
0001058,209532
0001059,209532
0001060,202040
0001061,202517
0001062,209530
0001063,209670
0001064,202040
0001065,202510
0001066,202515
0001067,202513
0001068,203055
0001069,202320
0001070,202520
0001071,202830
0001072,209660
0001073,209660
0001074,209670
0001075,202530
0001077,202525
0001078,202810
0001079,202820
0001080,203010
0001081,203015
0001082,209690
0001083,209690
0001085,203020
0001086,203070
0001088,209680
0001090,203030
0001091,209695
0001095,203040
0001100,203050
0001101,203060
0001103,209566
0001104,209566
0001105,203510
0001106,203515
0001107,203560
0001110,203520
0001111,203525
0001112,203528
0001114,203590
0001115,203530
0001116,203540
0001117,203580
0001120,204010
0001125,209540
0001126,209540
0001127,209540
0001128,209567
0001130,204020
0001131,204025
0001132,204020
0001135,204030
0001142,209565
0001143,209565
0001145,204040
0001148,151020
0001149,151020
0001150,151010
0001151,151025
0001152,209650
0001153,209650
0001154,151015
0001155,151020
0001156,151030
0001157,151050
0001158,209640
0001159,209640
0001165,206010
0001166,206020
0001168,206030
0001170,209570
0001172,202020
0001173,202020
0001174,209570
0001175,201510
0001176,209630
0001177,209630
0001180,209692
0001181,209692
0001182,209592
0001183,209602
0001184,209602
0001187,209592
0001352,208920
0001357,209520
0001358,209730
0001367,208950
0001373,209750
0001376,209760
0001405,151020
0001407,209160
0001410,209130
0001411,209140
0001412,209170
0001413,209170
0001414,209190
0001415,209150
0001420,201070
0001421,201370
0001423,208070
0001425,201570
0001426,208570
0001430,353030
0001431,209070
0001435,209301
0001438,203670
0001439,205570
0001440,204070
0001445,202070
0001450,353020
0001451,353040
0001452,353050
0001455,205070
0001456,209270
0001457,203570
0001460,201870
0001465,202370
0001466,202470
0001467,206070
0001470,201470
0001471,201470
0001480,73510
0001481,73560
0001902,209580
0001903,209620
0001906,209600
0001907,209640
0001909,209570
0001910,209610
0001912,209650
0001914,209692
0001915,209660
0001917,209565
0001918,209550
0001919,209596
0001923,209567
0001924,209592
0001926,209592
0001927,209670
0001928,209680
0001932,209602
0001933,209630
0001935,209690
0001936,209695
0001937,203560
0001938,209569
0001939,209566
0001942,203580
0001063,209670
0001166,206020
0001168,206030
0001165,206010
0001077,202525
0001077,202525
0001088,209680
0001083,209690
0001091,209695
0001078,202810
0001114,203590
0001116,203540
0001111,203525
0001107,203560
0001110,203520
0001106,203515
0001105,203510
0001115,203530
0001052,209770
0001050,202020
0001172,202020
0001170,209570
0001170,209570
0001053,209620
0001054,209580
0001057,209610
0001151,151025
0001150,151010
0001148,151020
0001154,151015
0001154,151015
0001182,209592
0001045,202010
0001055,202030
0001060,202040
0001120,204010
0001128,209567
0001036,209530
0001145,204040
0001090,203030
0001085,203020
0001041,201540
0001028,201560
0001040,201530
0001030,201510
0001031,209550
0001043,203518
0001048,209590
0001020,201030
0001080,203010
0001081,203015
0001135,204030
0001142,209565
0001068,203055
0001130,204020
0001131,204025
0001065,202510
0001059,209532
0001025,201040
0001100,203050
0001101,203060
0001152,209650
0001156,151030
0001157,151050
0001158,209640
0001426,208570
0001028,201560
0001457,203570
0001103,209566
0001165,206010
0001168,206030
0001166,206020
0001033,201580
0001461,501020
0001195,653010
0001196,653040
0001475,654020
0001476,654030
0001033,201580
0001461,501020
0001195,653010
0001196,653040
0001475,654020
0001476,654030
0001154,151015
0001151,151025
0001156,151030
0001006,201013
0001036,209530
0001020,201030
0001025,201040
0001030,201510
0001040,201530
0001042,203518
0001045,202010
0001050,202020
0001055,202030
0001060,202040
0001065,202510
0001070,202520
0001077,202525
0001078,202810
0001079,202820
0001071,202830
0001080,203010
0001081,203015
0001085,203020
0001090,203030
0001100,203050
0001068,203055
0001105,203510
0001106,203515
0001110,203520
0001111,203525
0001116,203540
0001120,204010
0001131,204025
0001135,204030
0001145,204040
0001031,209550
0001059,209532
0001170,209570
0001054,209580
0001048,209590
0001039,209600
0001183,209602
0001053,209620
0001083,209690
0001150,151010
0001148,151020
0001157,151050
0001041,201540
0001042,203518
0001052,209770
0001075,202530
0001101,203060
0001115,203530
0001107,203560
0001117,203580
0001114,203590
0001130,204020
0001187,209592
0001142,209565
0001128,209567
0001182,209592
0001047,209596
0001057,209610
0001176,209630
0001158,209640
0001152,209650
0001072,209660
0001063,209670
0001088,209680
0001180,209692
0001091,209695
0001468,206080
0001148,151020
0001117,203580
0001033,201580
0001461,501020
0001084,202810
0001195,653010
0001197,653020
0001198,653030
0001198,653030
0001196,653040
0001430,353030
0001450,353020
0001451,353040
0001465,202370
0001466,202470
0001421,201370
0001420,201070
0001425,201570
0001460,201870
0001423,208070
0001470,201470
0001435,209301
0001431,209070
0001445,202070
0001438,203670
0001440,204070
0001439,205570
0001456,209270
0001455,205070
0001468,206080
0001475,654020
0001476,654030
0001467,206070
0001383,208960
0001483,501020
0001484,206080
0001164,503020
0001349,502030
0001136,209700
0001179,209696
0001164,503020
0001136,209700
0001179,209696
0001192,209655
0001193,209655
0001057,209610
0001731,208985
0001192,209655
0001057,209610
0001070,202520
0001171,209620
0001096,209675
0001194,614010
0001129,209569
